Review #,Brand,Variety,Style,Country,Stars,Top Ten
1968.0,Nissin,Top Ramen Chicken Flavor Ramen Noodle Soup (New Packaging),Pack,USA,3.5,
1967.0,Tokushima Seifun,Kinchan Ramen,Pack,Japan,4.5,
1966.0,Wei Lih,GGE Noodle Snack Wheat Crackers Soy Sauce Ramen,Pack,Taiwan,3.75,
1965.0,MyKuali,Penang Spicy Prawn Soup Noodle Authentic Taste,Pack,Malaysia,5.0,
1964.0,MAMA,Instant Noodles Coconut Milk Flavour,Pack,Myanmar,5.0,2016 #10
1963.0,Kabuto Noodles,Rice Noodles Vegetable Laksa,Cup,UK,3.75,
1962.0,Kabuto Noodles,Rice Noodles Chicken Pho,Cup,UK,3.5,
1961.0,Kabuto Noodles,Chicken Ramen,Cup,UK,4.25,
1960.0,Kabuto Noodles,Chilli Chicken Ramen,Cup,UK,4.0,
1959.0,Myojo,Charumera Shoyu Ramen,Pack,Japan,4.0,
1958.0,IbuRamen,Mi Goreng Bento Noodles In A Box Curry Masala Flavour,Tray,USA,4.0,
1957.0,MAMA,Cup Vegetarian Instant Noodles Tom Yum Flavour,Cup,Thailand,4.0,
1956.0,Maruchan,Spicy Tomato Salsa Ramen,Cup,Japan,0.0,
1955.0,Nissin,Raoh Ramen Noodle Soup Umami Soy Sauce Flavor,Pack,USA,4.75,
1954.0,Koh Thai,Island Of Flavours Spicy Thai Chicken Instant Noodles Soup,Pack,Netherlands,2.0,
1953.0,Prima Taste,Singapore Fish Soup La Mian,Pack,Singapore,5.0,
1952.0,Ve Wong,Kung-Fu Brand Instant Oriental Noodle Soup Artificial Beef Flavor,Pack,Taiwan,3.75,
1951.0,Nissin,Cup Noodles Ramen Noodle Soup Hearty Chicken Flavor [New Package],Cup,USA,4.25,
1950.0,Fujiwara,Red King Crab Flavour Ramen,Pack,Japan,4.0,
1949.0,Bamee,Oriental Style Instant Noodles Shrimp Flavour (Tom Yum),Pack,Thailand,3.5,
1948.0,Sichuan Baijia,Artificial Pickled Cabbage Fish Flavor Instant Vermicelli,Pack,China,1.5,
1947.0,Prima Taste,Singapore Laksa Wholegrain La Mian,Pack,Singapore,5.0,2016 #1
1946.0,Nissin,Raoh Shio Ramen,Pack,Japan,4.75,
1945.0,MAMA,Oriental Style Instant Noodles Masala Flavour,Pack,Bangladesh,3.5,
1944.0,Wei Lih,GGE Noodle Snack Wheat Crackers Hot Spicy,Pack,Taiwan,5.0,
1943.0,New Touch,Sugomen Niigata Seabura Shoyu Ramen,Bowl,Japan,5.0,
1942.0,Ibumie,Always Mi Goreng Perisa Sambal Udang,Pack,Malaysia,3.5,
1941.0,Unox,Good Noodles Tandoori,Pack,Netherlands,2.5,
1940.0,Nissin,Cup Noodle Pasta Style Bolognese,Cup,Japan,5.0,
1939.0,MAMA,Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Myanmar,5.0,
1938.0,Nissin,Donbei Kamodashi Soba,Bowl,Japan,5.0,
1937.0,MAMA,Chicken Soup Flavour Cup Noodles,Cup,Myanmar,3.75,
1936.0,Fortune,Rice Noodle Coconut Curry,Pack,USA,1.0,
1935.0,Love Cook,Guanmiao Dried Noodles With Oleum Sesami,Pack,Taiwan,3.75,
1934.0,Love Cook,Guanmiao Dried Noodles With Spicy Sauce,Pack,Taiwan,5.0,
1933.0,Love Cook,Guanmiao Dried Noodles With Authentic Sauce,Pack,Taiwan,4.5,
1932.0,Love Cook,Guanmiao Dried Noodles With Shallot Flavor,Pack,Taiwan,3.75,
1931.0,Bonasia,Instant Noodles chicken Flavour,Pack,Hungary,3.75,
1930.0,Koh Thai,Island Of Flavours Lemongrass Instant Noodles Soup,Pack,Netherlands,0.25,
1929.0,MAMA,Instant Noodles Minced Pork Flavour,Pack,Cambodia,3.5,
1928.0,Bamee,Instant Noodles Oriental Style Chicken Flavour,Pack,Thailand,3.0,
1927.0,Marutai,Kogashi Megiiri Tonkotsu Kagoshima Ramen,Bowl,Japan,3.5,
1926.0,Nissin,Bowl Noodles Hot & Spicy Chicken Flavor Less Sodium Ramen Noodle Soup,Bowl,USA,4.0,
1925.0,Prima,Juzz's Mee Creamy Chicken Flavour,Pack,Singapore,5.0,2016 #8
1924.0,Sichuan Baijia,Broad Noodle Artificial Beef Flavor,Pack,China,3.5,
1923.0,Conimex,Oriental Noodles Teriyaki,Cup,Netherlands,0.5,
1922.0,Mie Sedaap,Instant Cup Mi Kuah Rasa Baso Spesial,Cup,Indonesia,1.5,
1921.0,Nissin,Cup Noodles Ramen Noodle Soup Chicken Flavor [New Package],Cup,USA,3.5,
1920.0,Itsuki,Ramen Tonkotudou Kumamoto Noodles,Pack,Japan,0.75,
1919.0,Maruchan,Shiroi Chikara Mochi Udon,Bowl,Japan,4.5,
1918.0,iMee,Instant Noodles chicken Flavour,Pack,Netherlands,3.5,
1917.0,IbuRamen,Mi Goreng Bento Noodles In A Box Hot Sweet & Sour Flavor,Tray,USA,0.25,
1916.0,Nissin,Soba Fried Noodles Teriyaki,Pack,Germany,3.0,
1915.0,Itsuki,Yuzu Sesame Sauce Udon,Bowl,Japan,4.5,
1914.0,Prima,Juzz's Mee Curry Flavour,Pack,Singapore,5.0,
1913.0,Thai Smile,Mushroom Rice Noodle Soup Bowl,Bowl,USA,0.0,
1912.0,MAMA,Instant Noodles Chicken Sichek Flavour,Pack,Myanmar,3.75,
1911.0,Nissin,Emergency Chikin Ramen Cup Noodle,Cup,Japan,5.0,
1910.0,Nissin,Chow Mein Pad Thai,Tray,USA,3.0,
1909.0,Asia Gold,Instant Noodles With Chicken Flavouring,Pack,Hungary,3.5,
1908.0,Nissin,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4.75,
1907.0,Prima Taste,Singapore Curry Wholegrain La Mian,Pack,Singapore,5.0,2016 #5
1906.0,Vifon,Chicken Flavour Asian Style Instant Noodles,Pack,Vietnam,3.5,
1905.0,Pirkka,Nuudeli Kana Nudlar Kyckling,Pack,Finland,3.5,
1904.0,Bonasia,Instant Noodles Duck Flavour,Pack,Hungary,3.0,
1903.0,Higashimaru,Tonkotsu Ramen,Pack,Japan,4.5,
1902.0,MAMA,Seafood Tom Yum Sichek Flavour,Pack,Myanmar,5.0,
1901.0,Prima,Juzz's Mee Original Spicy Flavour,Pack,Singapore,5.0,
1900.0,Ibumie,Always Mi Goreng Perisa Kari Kapitan,Pack,Malaysia,5.0,
1899.0,Koh Thai,Island Of Flavours Thai Royal Shrimp Instant Noodles,Pack,Netherlands,1.5,
1898.0,Master Kong,Spicy Fish Noodle,Bowl,China,3.0,
1897.0,Nissin,Cup Noodle Massaman Curry,Cup,Japan,3.5,
1896.0,Asia Gold,Instant Noodles Duck Flavour,Pack,Hungary,3.5,
1895.0,Maruchan,Seimen Houjyun Koku Shoyu,Bowl,Japan,5.0,
1894.0,MAMA,Rangers Snack Noodles BBQ Flavour,Pack,Myanmar,2.75,
1893.0,Nissin,Cup Noodle Sio,Cup,Japan,5.0,
1892.0,Ottogi,Cheese Ramen,Pack,South Korea,4.0,
1891.0,Nissin,Cup Noodles Homestyle Chicken,Cup,USA,3.5,
1890.0,Kuriki,Beef Tongue Shio Mayo Ramen,Pack,Japan,4.5,
1889.0,MAMA,Rangers Snack Noodles Sour Cream Flavour,Pack,Myanmar,2.75,
1888.0,Nissin,Cup Noodles Kyushu White Flavour,Cup,Singapore,3.5,
1887.0,Myojo,Mee Poh Dry,Pack,Singapore,4.25,
1886.0,Myojo,Chicken Abalone Flavour,Bowl,Singapore,3.75,
1885.0,Myojo,Ramen Char Mee 100,Pack,Singapore,3.0,
1884.0,Myojo,La Ramen Spicy Mushroom Flavour Big Bowl,Bowl,Singapore,4.5,
1883.0,Myojo,Mee Goreng,Pack,Singapore,4.0,
1882.0,Myojo,La Ramen Spicy Lobster Hot Pot Flavour Big Bowl,Bowl,Singapore,4.75,
1881.0,Myojo,Chicken Abalone Flavour,Pack,Singapore,3.5,
1880.0,Myojo,Thai Tom Yam Flavour,Bowl,Singapore,3.75,
1879.0,Myojo,Chicken Tanmen Flavour,Pack,Singapore,3.5,
1878.0,Myojo,Extra Spicy Singapore Curry Big Bowl,Bowl,Singapore,5.0,
1877.0,Myojo,La Ramen Spicy Mushroom Flavour,Pack,Singapore,4.5,
1876.0,Myojo,Chicken Flavour,Pack,Singapore,3.75,
1875.0,Sapporo Ichiban,Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth,Pack,USA,5.0,
1874.0,Ibumie,Always Mi Goreng Perisa Thai Tom Yam,Pack,Malaysia,2.5,
1873.0,Vedan,Wei Wei A Instant Noodles Chicken Flavor,Bowl,Taiwan,0.0,
1872.0,Itsuki,Hakata Ossyoi,Pack,Japan,5.0,
1871.0,Nissin,Cup Noodles Minced Pork Flavour,Cup,Thailand,3.75,
1870.0,Asia Gold,Instant Noodles With Beef Flavouring,Pack,Hungary,2.75,
1869.0,Nissin,Soba Fried Noodles Chili,Pack,Germany,3.5,
1868.0,Marutai,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4.0,
1867.0,Yum Yum,Premier Bowl Instant Noodles Stewed Pork Flavour,Bowl,Thailand,4.0,
1866.0,MyKuali,Penang Spicy Prawn Soup Noodle,Pack,Malaysia,5.0,
1865.0,Mama,Shrimp Tom Yum Flavour Cup Noodles,Cup,Myanmar,3.5,
1864.0,Nissin,Raoh Ramen Noodle Soup Umami Tonkotsu Flavor,Pack,USA,5.0,
1863.0,Baijia,Broad Noodle Pickled Vegetable Artificial Beef Flavor,Pack,China,0.0,
1862.0,Ibumie,Always Mi Goreng Perisa Asli,Pack,Malaysia,3.75,
1861.0,Conimex,Oriental Noodles Groene Curry,Cup,Netherlands,0.5,
1860.0,Nissin,Cupo Noodle Pasta Style Vongole,Cup,Japan,2.75,
1859.0,Mama,Instant Noodles chicken Green Curry Flavour,Pack,Cambodia,5.0,
1858.0,Myojo,Wantan Men,Bowl,Japan,5.0,
1857.0,IbuRamen,Mi Goreng Bento Noodles In A Box Shallot Teriyaki Flavor,Tray,USA,3.25,
1856.0,Indomie,Instant Cup Noodles Mi Goreng Fried Noodles,Cup,Indonesia,5.0,
1855.0,Daraz,Negi Man Ramen,Pack,Japan,3.0,
1854.0,Mama,Chinese Kitchen Chinese Style Instant Noodles,Pack,Myanmar,3.5,
1853.0,Bonasia,Instant Noodles Shrimp Flavour,Pack,Hungary,3.5,
1852.0,Myojo,Udon Japanese Style Precooked Noodles With Soup Hot & Spicy Flavor,Bowl,USA,3.25,
1851.0,Fujiwara,Snow Crab Flavour Shio Ramen,Pack,Japan,3.5,
1850.0,Nissin,Raoh Ramen Noodle Soup Umami Miso Flavor,Pack,USA,4.5,
1849.0,Pama,Instant Rice Vermicelli Clear Soup Flavour,Pack,Malaysia,3.5,
1848.0,MyKuali,Penang Red tom Yum Goong Noodle (New Version),Pack,Malaysia,5.0,
1847.0,Conimex,Oriental Noodles Hot & Spicy,Pack,Netherlands,3.0,
1846.0,Nissin,Chow Mein Savory Sauce And Restayrant Quality Noodles Roast Chicken Flavor ,Tray,USA,4.5,
1845.0,Mama,Oriental Style Instant Noodles Shrimp Flavour,Pack,Bangladesh,3.25,
1844.0,Seven & I,Gold Sumire Ramen,Bowl,Japan,5.0,
1843.0,Forest Noodles,Sunbaked Noodles With Sesame Sauce,Pack,Taiwan,4.5,
1842.0,Forest Noodles,Purple Sweet Potato Noodles With Taiwanese Sauce,Pack,Taiwan,5.0,
1841.0,Forest Noodles,Sunbaked Noodles With Spicy Sauce,Pack,Taiwan,4.0,
1840.0,Forest Noodles,Sweet Potato Noodles With Sesame Paste Sauce,Pack,Taiwan,3.25,
1839.0,Vit's,Taste Of Malaysia Penang White Curry Ramen,Pack,Malaysia,5.0,
1838.0,Vit's,Taste Of Malaysia Penang Asam Laksa Fried Instant Noodle,Pack,Malaysia,4.5,
1837.0,Vit's,Taste Of Malaysia Penang Hokkien Mee Ramen,Pack,Malaysia,5.0,
1836.0,Vit's,Taste Of Malaysia Penang White Curry Fried Instant Noodle,Pack,Malaysia,5.0,
1835.0,Vit's,Taste Of Malaysia Penang Asam Laksa Ramen,Pack,Malaysia,5.0,
1834.0,Vit's,Taste Of Malaysia Penang Hokkien Mee Fried Instant Noodle,Pack,Malaysia,5.0,
1833.0,Vit's,Instant Noodles With Chicken Flavour,Pack,Malaysia,3.75,
1832.0,Yum Yum,Instant Flat Shaped Noodles Boat Noodles Nam Tok Flavour,Pack,Thailand,3.5,
1831.0,Kuriki,Plum Mayo Ramen,Pack,Japan,4.0,
1830.0,Tseng Noodles,Sichuan Pepper Flavor,Pack,Taiwan,4.75,
1829.0,Tseng Noodles,Hu Sesame Flavor,Pack,Taiwan,5.0,
1828.0,Tseng Noodles,Scallion With Sichuan Pepper  Flavor,Pack,Taiwan,5.0,2016 #9
1827.0,Nongshim,Zha Wang ((Jjawang) Noodles With Chajang Sauce,Pack,South Korea,5.0,
1826.0,Mama,Instant Noodles Stewed Beef Flavour,Pack,Cambodia,3.5,
1825.0,Sichuan Baijia,Broad Noodle Chilli Oil Flavor,Pack,China,4.5,
1824.0,Nongshim,Soon Veggie Noodle Soup,Cup,USA,5.0,
1823.0,MyKuali,MeeKuali spicy Fried Noodle,Pack,Malaysia,4.0,
1822.0,Mi Sedaap,Mi Kuah Rasa Baso Spesial,Pack,Indonesia,3.5,
1821.0,Myojo,Udon Japanese Style Pre-Cooked Noodles With Soup Beef Flavor,Bowl,USA,3.25,
1820.0,Ten-In,Veggie King Buddha Jump Instant Noodles,Bowl,Taiwan,1.5,
1819.0,Yum Yum,Premier Bowl Instant Noodles Suki Flavour,Bowl,Thailand,5.0,
1818.0,Sugakiya Foods,Nara Tenri Shoyu Ramen,Bowl,Japan,4.5,
1817.0,Hao Way,Penang Vegetarian Prawn Instant Bowl Noodles,Bowl,Malaysia,4.0,
1816.0,Vifon,Asian Style Instant Noodles Artificial Beef Flavor,Bowl,Vietnam,3.25,
1815.0,Nakaya Shouten,Hingya no Shio Ramen,Pack,Japan,4.0,
1814.0,Koh Thai,Island Of Flavours Tom Yum Instant Noodles Soup,Pack,Netherlands,3.0,
1813.0,Nissin,Soba Fried Noodles Curry,Pack,Germany,4.25,
1812.0,Master Kong,Mushroom Instant Noodle,Bowl,China,4.25,
1811.0,Conimex,Oriental Noodles Oosterse Groenten,Pack,Netherlands,3.5,
1810.0,MyKuali,Penang White Curry Noodle (New Version),Pack,Malaysia,5.0,
1809.0,Marutai,Nagahama Hakata Tonkotsu Ramen,Bowl,Japan,4.75,
1808.0,Mama,Vegetarian Instant Cup Noodle Tofu & Shiitake Flavour,Cup,Thailand,3.5,
1807.0,Wai Wai,Tom Yum Goong Flavour Instant Noodle,Cup,Thailand,3.5,
1806.0,Cintan,Mi Segera Mmm... Perisa Goreng Ala Indonesia,Pack,Malaysia,3.5,
1805.0,Mama,Oriental Style Instant Noodles Tandoori Flavour,Pack,Bangladesh,4.0,
1804.0,Thai Chef,Oriental Style Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Hungary,4.75,
1803.0,Mama,Vegetarian Instant Noodles Tom Yum Flavour,Pack,Thailand,4.0,
1802.0,Nissin,Cup Noodles Ramen Noodles Ramen Noodle Soup Beef Flavor (New Package) ,Cup,USA,3.5,
1801.0,Baijia,Spicy Artificial Fei Chang Instant Vermicelli (New Recipe),Pack,China,3.75,
1800.0,Crystal Noodle,Soup All Natural Hot & Sour,Cup,USA,0.25,
1799.0,Thai Smile,Spring Onion Rice Noodle Soup Bowl,Bowl,USA,2.5,
1798.0,iMee,Instant Noodles Vegetable Flavour,Pack,Netherlands,2.75,
1797.0,Wai Wai,Instant Rice Vermicelli Crab Flavour,Pack,Thailand,3.5,
1796.0,Fujiwara,Salty Taste Chanko Noodle,Pack,Japan,4.75,
1795.0,Azami,Kimchee Flavour Noodle Soup,Pack,Canada,0.0,
1794.0,Vit's,Shallot Chicken Instant Noodles,Pack,Malaysia,3.0,
1793.0,Cintan,Mi Segera Mmm... Perisa Asam Laksa,Pack,Malaysia,3.5,
1792.0,A1,Soup Spices Noodle Mee Rempahan Sup,Pack,Malaysia,3.5,
1791.0,Vit's,Tom Yam Instant Noodles,Pack,Malaysia,4.25,
1790.0,Super,Kimchi,Cup,Malaysia,4.5,
1789.0,Cintan,Mi Segera Mmm... Perisa Ayam Cendawan,Pack,Malaysia,3.5,
1788.0,Super,Curry Flavour Noodles,Cup,Malaysia,3.0,
1787.0,Pama,Kua Teaw Segera,Pack,Malaysia,4.0,
1786.0,Nissin,Chow Mein Premium Savory Sauce And Restaurant Quality Noodles Sriracha Flavor,Tray,USA,4.25,
1785.0,Super,Instant Noodles Black Pepper Crab Mi Goreng,Cup,Malaysia,3.5,
1784.0,Torishi,Hakata Tonkotsu Ramen,Pack,Japan,5.0,
1783.0,iMee,Instant Noodles Creamy Tom Yum Shrimp Flavour,Pack,Netherlands,4.5,
1782.0,Western Family,Beef Flavour Instant Noodles,Pack,Canada,0.0,
1781.0,MyKuali,Penang Hokkien Prawn Soup Rice Vermicelli (Bihun),Bowl,Malaysia,5.0,
1780.0,Pulmuone,Non-Fried Noodle Blackbean Sauce Noodle With Squid,Pack,South Korea,4.5,
1779.0,Chering Chang,Instant Non-Fried Noodles Tomato Flavour,Pack,Taiwan,3.25,
1778.0,JML,Spicy King Spicy Chicken,Pack,China,5.0,
1777.0,JML,Supereme Bowl Noodles With Stewed Egg Spicy Flavour,Bowl,China,3.5,
1776.0,JML,Spicy King Bowl Noodle Spicy Chicken,Bowl,China,5.0,
1775.0,JML,Spicy King Bowl Noodle Spicy Beef,Bowl,China,4.25,
1774.0,JML,Spicy King Spicy Pork,Pack,China,5.0,
1773.0,JML,Supreme Bowl Noodles With Stewed Egg Sour Beans With Pork Flavour,Bowl,China,4.0,
1772.0,JML,Spicy King Spicy Beef,Pack,China,5.0,
1771.0,JML,Supreme Bowl Noodles With Stewed Egg Braised Beef Flavour,Bowl,China,3.5,
1770.0,JML,Spicy King Bowl Noodle Spicy Pork,Bowl,China,4.5,
1769.0,Mamee,Chef Lontong Flavour,Pack,Malaysia,5.0,
1768.0,New Touch,Negi Miso No Ippin Ramen,Bowl,Japan,5.0,
1767.0,Mama,Instant Noodles Shrimp Tom Yum Flavour,Pack,Cambodia,4.0,
1766.0,Paldo,Bulnak Boeummyun King Noodle,Bowl,South Korea,3.5,
1765.0,Nissin,Cup Noodles Ramen Noodles With Shrimp (New Package) ,Cup,USA,3.5,
1764.0,Pirkka,Nuudeli Tom Yum Katkarapu,Pack,Finland,3.75,
1763.0,Ishimaru,Tuna Flavor Ramen,Pack,Japan,4.5,
1762.0,Mom's Dry Noodle,Sesame & Pepper,Pack,Taiwan,4.0,
1761.0,Authentically Asian,Natural Quality Foods Pad Thai Noodle Bowl,Bowl,USA,1.0,
1760.0,New Touch,Homestyle Tonjiru,Bowl,Japan,4.5,
1759.0,Nissin,Cup Noodles Moo Manao Flavour,Cup,Thailand,4.0,
1758.0,Vit's,Duck Instant Noodles,Pack,Malaysia,3.5,
1757.0,iMee,Instant Noodles Beef Flavour,Pack,Netherlands,3.25,
1756.0,A-Sha Dry Noodle,Veggie Noodle Carrot Noodle With Original Sauce,Pack,Taiwan,4.25,
1755.0,Mama,Oriental Style Instant Noodles Hot & Spicy Flavour,Pack,Bangladesh,4.0,
1754.0,Paldo,King Bowl Super Spicy Pan Stirfried Noodle,Bowl,South Korea,5.0,
1753.0,Thai Smile,Garlic Rice Noodle Soup Bowl,Bowl,USA,3.5,
1752.0,Kuriki,Mayo Ramen,Pack,Japan,4.75,
1751.0,Mom's Dry Noodle,Spicy & Sour Flavor,Pack,Taiwan,5.0,
1750.0,Mi Sedaap,Instant Cup Mi Kuah Rasa Soto,Cup,Indonesia,5.0,
1749.0,Yum Yum,Jumbo Instant Noodles Tom Yum Kung Creamy Flavour,Pack,Thailand,5.0,
1748.0,Azami,Chili Chicken Flavour Noodle Soup,Cup,Canada,3.0,
1747.0,Vit's,Curry Instant Noodles,Pack,Malaysia,3.5,
1746.0,Marutai,Ramen Shoyu Taste,Bowl,Japan,4.25,
1745.0,Unox,Good Noodles Kerrie,Pack,Netherlands,3.5,
1744.0,A-Sha Dry Noodle,Veggie Noodle Baby Grass Noodle With Toona Sauce,Pack,Taiwan,5.0,
1743.0,Mama,Rangers Snack Noodles Shrimp Tom Yum Flavour,Pack,Myanmar,4.5,
1742.0,Aroi,Curry Me! Penang White Curry Stir-fry Noodle,Pack,Malaysia,4.5,
1741.0,Myojo,Udon Japanese Style Pre-Cooked Noodles With Soup Chicken Flavor,Bowl,USA,2.5,
1740.0,Master Kong,Braised Beef Noodle,Pack,China,4.25,
1739.0,Nissin,Raoh Tanrei Koku Shio Ramen,Bowl,Japan,4.5,
1738.0,Little Cook,Instant Noodles Shrimp Tom Yum Flavour,Cup,Thailand,4.25,
1737.0,Mi Sedaap,Instant Cup Mi Goreng,Cup,Indonesia,3.75,
1736.0,Mamee,Monster Snek Mi Pedas,Pack,Malaysia,5.0,
1735.0,Master Kong,Tomato Sauce Instant Noodle,Bowl,China,4.0,
1734.0,Koka,Laksa Singapura,Pack,Singapore,4.25,
1733.0,Bonasia,Instant Noodles Beef Flavour,Pack,Germany,3.75,
1732.0,Super,Seafood Flavour Noodles,Cup,Malaysia,3.25,
1731.0,Mama,Instant Noodles Creamy Shrimp Tom Yum Flavour,Pack,Cambodia,5.0,
1730.0,Wu-Mu,BBQ Pork Flavor Chow Mein,Pack,Taiwan,4.5,
1729.0,Vedan,Zan Vegetarian Instant Noodle Series Shiitake Mushroom Flavour,Cup,Taiwan,2.75,
1728.0,Yamadai,Tenobe Somen,Bowl,Japan,3.25,
1727.0,Wei Lih,Jah Jan Men,Bowl,Taiwan,5.0,
1726.0,Vina Acecook,Oh! Ricey Pho Ga,Bowl,Vietnam,3.0,
1725.0,A-Sha Dry Noodle,Veggie Noodle Black Sesame Noodle,Pack,Taiwan,3.25,
1724.0,Pirkka,Nuudeli Liha Nudlar Kott,Pack,Finland,3.5,
1723.0,Baixiang Noodles,Artificial Beef Instant Noodles With Soup Base,Pack,China,3.75,
1722.0,CarJEN,Otentiq Cheezy Curry Instant Noodles,Pack,Malaysia,4.5,
1721.0,Salam Mie,Mi Goreng Dengan Abon,Pack,Indonesia,4.25,
1720.0,Mamee,Chef Lontong Flavour,Cup,Malaysia,5.0,
1719.0,Wai Wai,Grilled Pork Flavour Instant Noodles,Bowl,Thailand,2.5,
1718.0,Vina Acecook,Hao Hao Sate Onion Flavour,Cup,Vietnam,2.5,
1717.0,Lee Fah Mee,Sarawak White Laksa Instant Noodle,Pack,Sarawak,4.0,
1716.0,Mama,Instant Noodles Egg Protein Noodles,Pack,Myanmar,3.5,
1715.0,Yum Yum,Instant Noodles Minced Pork Flavor,Pack,Thailand,3.75,
1714.0,Master Kong,Sichuan Hot Spicy Fish,Pack,China,3.75,
1713.0,CarJEN,Otentiq Cheezy Mushroom Instant Noodles,Pack,Malaysia,5.0,
1712.0,Sakurai Foods,Organic Miso Ramen,Pack,Japan,4.5,
1711.0,Hao Way,Vegetarian Penang Laksa,Pack,Malaysia,4.0,
1710.0,Chering Chang,Instant Non-Fried Noodles Vegetable Curry Flavor,Pack,Taiwan,5.0,
1709.0,Asia Gold,Instant Noodles With Shrimp Flavouring,Pack,Hungary,4.0,
1708.0,The Kitchen Food,Sibu Instant Kampua Original,Pack,Sarawak,4.0,
1707.0,Azami,Hot & Spicy Flavour Noodle Soup,Bowl,Canada,3.5,
1706.0,Maggi,Hot Cup Goreng Perencah Cili Fiesta,Cup,Malaysia,4.75,
1705.0,Premiere,Gold Bihun Kari Heritage Instant Rice Vermicelli,Pack,Malaysia,4.5,
1704.0,Baixiang Noodles,Sour & Spicy Flavour,Pack,China,3.75,
1703.0,7 Select/Nissin,Super Tom Yum Shrimp,Cup,Thailand,3.5,
1702.0,Samyang Foods,Seafood Noodle,Cup,Japan,2.75,
1701.0,Sakurai Foods,Organic Shoyu Ramen,Pack,Japan,4.25,
1700.0,A-Sha Dry Noodle,Hakka Flat Noodle With Za Jiang Sauce,Pack,Taiwan,4.0,
1699.0,Vit's,Mi goreng Pedas Chewy & springy,Pack,Malaysia,3.5,
1698.0,Maruchan,Instant Lunch Chicken Tortilla Flavor Ramen Noodles With Vegetables,Cup,USA,4.0,
1697.0,The Kitchen Food,Instant Kampua Dark Soy Sauce,Pack,Sarawak,5.0,
1696.0,Mama,Cup Yentafo Tom Yum Mohfai,Cup,Thailand,5.0,
1695.0,Mama,Cup Shrimp Creamy Tom Yum,Cup,Thailand,5.0,
1694.0,Mama,Instant Rice Vermicelli Bihun Goreng Original Flavour,Pack,Thailand,4.75,
1693.0,Mama,Instant Noodles coconut Milk Flavour,Cup,Myanmar,5.0,
1692.0,Mama,Oriental Style Instant Noodles Chicken Flavour,Pack,Bangladesh,3.25,
1691.0,Mama,Instant Cup Noodles Minced Prok Flavor,Cup,Thailand,3.5,
1690.0,Wugudaochang,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Bowl,China,4.0,
1689.0,Wugudaochang,Tomato Beef Brisket Flavor Purple Potato Noodle,Pack,China,5.0,2016 #7
1688.0,Wugudaochang,Sea Tangle & Sparerins Flavor Noodles,Bowl,China,3.75,
1687.0,Wugudaochang,Chef's Grains Millet Noodle,Pack,China,3.75,
1686.0,Wugudaochang,Chef's Grains Buckwheat Noodle,Pack,China,3.5,
1685.0,Wugudaochang,Chef's Grains Pea Noodle,Pack,China,4.0,
1684.0,Wugudaochang,Sichuan Pepper & Chicken Flavor Noodle,Bowl,China,4.5,
1683.0,Wugudaochang,Sour Soup & Minced Meat Flavor Chef's Grain Naked Oat Noodles,Pack,China,5.0,
1682.0,Wugudaochang,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Pack,China,4.0,
1681.0,Wugudaochang,Sea Tangle & Sparerins Flavor Noodles,Bowl,China,3.75,
1680.0,Aroi,Curry Me! Penang White Curry Soup Noodle,Pack,Malaysia,4.5,
1679.0,Ten-In,Veggie World Vegetarian Braised Beef Instant Noodles,Bowl,Taiwan,3.5,
1678.0,Nongshim,Shin Black Spicy Po-Au-Feu Flavor (Mew Edition),Pack,USA,5.0,
1677.0,Paldo,Raobokki Noodle (Export Version),Pack,South Korea,5.0,
1676.0,A1,Emporer Herbs Chicken Noodle,Pack,Malaysia,4.25,
1675.0,Baixiang Noodles,Sauerkraut Flavor,Pack,China,4.5,
1674.0,Emart,Dare You! Habanero Ramen (New Edition),Cup,South Korea,3.5,
1673.0,Lishan Food Manufacturing,Black Cock Brand Vegetarian Chicken Noodle,Pack,Taiwan,3.5,
1672.0,Azami,Chili Seafood Flavor Noodle Soup,Cup,Canada,3.25,
1671.0,Ah Lai,Penang Favourite White Curry Rice Vermicelli,Pack,Malaysia,5.0,
1670.0,Tropicana Slim,Less Fat Noodles Grilled Chicken,Pack,Indonesia,3.75,
1669.0,A-One,Mi Ly Instant Noodles Mi Chay Vegetarian Flavor,Cup,Vietnam,1.25,
1668.0,Mama,Cup Rice Vermicelli With Clear Soup,Cup,Thailand,3.5,
1667.0,Deshome,Aloe Thin Noodles With Camelia Oil Vegetable Sauce Flavor,Pack,Taiwan,5.0,
1666.0,Vifon,Curry Instant Noodle With Chicken,Cup,Vietnam,3.0,
1665.0,Paldo Vina,Koreno Premium Mushroom Flavor,Pack,Vietnam,1.5,
1664.0,Mamee,Oriental Noodles Prawn Flavor,Pack,Malaysia,2.0,
1663.0,Vina Acecook,King Chef Authentic Kimchi Flavour,Pack,Vietnam,4.0,
1662.0,Mama,Non-Fried Instant Noodles Ramen Tonkotsu Flavor,Pack,Thailand,5.0,
